10000 3
5 7 2
13 18 3
22 1 2
14 17 3
10 14 3
11 14 2
10 14 1
10 12 1
18 21 1
16 18 1
5 8 1
23 2 3
7 9 1
23 2 3
11 16 2
22 0 1
15 18 1
6 8 2
21 23 3
19 22 3
9 12 3
4 8 1
15 19 2
20 23 1
15 19 2
7 10 2
5 7 1
10 13 1
17 21 2
14 17 1
11 12 2
22 2 2
19 22 3
9 12 1
22 3 3
19 22 1
0 3 2
5 6 2
20 22 2
11 13 2
14 17 1
20 22 3
14 16 2
14 18 2
12 15 1
6 11 3
17 20 2
4 7 3
6 9 1
6 9 1
8 10 3
23 2 2
2 5 1
9 13 2
7 9 3
12 17 3
14 16 3
20 23 1
1 4 2
17 20 3
18 21 2
1 4 3
17 20 2
14 16 1
1 4 1
18 21 2
13 16 3
5 8 1
4 6 3
21 0 2
11 13 2
21 1 3
16 20 3
6 10 2
19 23 1
5 8 1
15 17 3
17 22 3
23 0 1
22 1 3
0 2 1
23 0 2
6 9 3
17 20 3
7 11 3
5 7 1
23 2 1
14 18 2
7 13 3
0 3 2
0 2 3
16 20 1
4 7 3
0 3 1
3 5 3
20 22 2
21 0 2
5 9 1
5 9 1
1 3 2
15 17 3
5 6 1
12 14 2
15 20 3
14 17 2
5 8 3
16 19 1
13 17 1
11 14 2
2 6 1
0 2 3
3 5 1
7 9 3
7 11 3
15 18 3
17 21 2
19 23 1
14 17 1
11 14 3
8 10 2
15 20 1
8 11 1
16 20 1
8 10 2
18 23 3
1 3 2
12 14 2
16 20 3
22 2 2
19 23 2
22 1 2
8 12 1
18 21 3
8 12 3
21 0 1
22 23 3
19 23 1
23 4 2
13 17 1
22 0 3
14 17 1
0 2 3
14 16 3
13 16 1
17 20 1
10 13 2
8 13 1
12 15 1
2 3 3
23 4 2
9 13 1
23 4 1
10 14 2
2 4 2
20 22 2
20 22 1
19 23 1
23 2 3
17 18 2
19 22 1
13 16 1
7 10 2
4 6 1
17 21 3
7 10 1
10 14 2
11 13 3
0 3 1
15 17 2
23 3 2
16 19 3
8 10 1
8 12 2
19 22 3
8 11 2
11 14 1
6 9 3
20 0 1
15 18 3
6 6 3
14 16 2
6 11 3
20 23 2
12 15 1
18 20 1
6 8 3
10 13 1
7 10 2
6 10 2
21 1 2
8 10 3
20 23 2
2 5 1
18 20 1
1 4 3
3 5 2
3 6 2
14 16 3
4 5 1
9 9 1
19 21 3
13 17 1
1 6 1
7 11 3
4 8 1
7 10 2
0 2 1
21 23 3
2 5 3
3 6 3
8 12 2
12 13 1
17 20 1
16 18 1
15 19 2
6 9 1
22 3 1
15 17 2
3 6 2
6 8 3
16 19 2
7 9 1
13 17 1
6 9 2
16 18 2
7 10 1
20 0 1
3 6 2
2 5 2
21 23 2
7 11 2
17 21 1
5 9 1
17 20 2
2 6 3
18 21 1
15 19 3
8 12 1
23 2 1
18 19 1
11 15 2
6 7 1
10 13 1
4 8 3
4 6 1
0 6 1
8 12 1
15 17 1
6 9 2
1 4 1
6 9 2
0 4 2
2 4 3
16 19 3
12 14 1
16 20 2
22 1 2
18 21 2
5 8 1
18 19 3
14 18 1
5 9 2
12 16 2
20 22 3
18 20 3
3 6 1
21 21 3
16 18 3
16 21 3
19 21 2
11 14 3
22 1 1
3 6 3
6 8 3
8 11 3
16 19 2
23 3 2
13 17 3
12 14 3
17 21 2
23 2 1
13 15 1
10 13 1
11 12 3
18 20 3
20 23 2
4 9 2
0 5 1
22 1 2
20 21 3
5 10 2
13 14 3
17 20 2
13 16 3
18 21 1
6 10 3
21 1 2
11 14 1
8 11 1
19 21 1
5 8 2
22 1 2
15 19 3
21 1 1
3 6 3
2 3 2
21 23 2
5 8 3
22 0 1
6 10 2
1 5 3
0 2 1
17 20 2
13 16 3
12 14 2
18 22 2
22 2 1
22 1 1
13 16 1
8 11 2
4 6 1
6 7 2
22 1 2
20 0 3
2 6 1
19 21 3
20 23 3
19 21 1
16 18 2
1 4 3
7 11 3
11 14 2
10 13 1
0 3 1
0 3 3
22 2 1
22 1 2
22 1 2
20 23 1
12 14 3
7 9 2
10 14 3
11 15 2
5 9 2
21 0 3
14 16 2
17 21 1
8 12 3
22 23 2
6 8 2
20 0 3
1 5 2
4 10 1
11 13 2
6 11 3
20 22 1
16 17 2
17 19 1
0 4 1
15 18 3
0 3 2
17 20 3
20 23 2
14 18 1
12 15 2
20 0 1
10 13 1
19 23 1
1 5 2
5 9 2
5 7 1
15 17 1
0 4 1
5 7 3
10 13 1
14 18 3
11 12 2
20 1 3
13 16 3
10 12 2
17 19 2
15 18 2
8 12 1
19 23 2
3 4 1
12 15 3
3 6 2
0 2 3
11 14 2
8 10 3
13 17 3
18 22 1
15 18 1
17 20 2
6 10 1
10 13 2
19 23 3
0 3 1
15 19 1
5 8 2
20 23 2
16 20 3
9 12 2
8 10 1
1 4 3
7 9 2
21 0 2
4 6 3
23 2 2
20 22 3
15 18 1
16 21 3
7 11 1
20 0 3
7 10 1
0 2 3
18 22 3
21 1 1
9 11 3
2 6 2
9 12 1
0 3 2
22 2 1
10 14 1
14 15 2
12 17 3
8 12 2
6 9 1
3 6 2
9 13 3
12 14 1
23 2 1
17 18 3
22 1 2
21 0 3
0 3 1
4 6 3
7 10 1
3 7 1
13 15 1
6 10 3
16 19 1
23 1 2
23 1 1
21 0 3
21 22 3
8 12 2
0 3 3
1 3 1
23 3 1
15 17 3
13 17 1
5 8 3
17 21 3
17 19 3
6 10 2
7 10 1
2 4 3
5 9 2
23 2 2
23 3 1
3 7 2
15 16 1
4 7 1
16 19 1
4 6 2
15 19 3
10 14 3
2 5 3
6 10 1
23 1 2
22 2 3
7 12 3
4 7 2
21 0 1
10 14 3
22 23 3
3 5 3
19 23 2
10 14 2
20 23 2
15 18 3
19 23 1
3 4 3
0 3 1
6 8 3
23 2 2
3 6 3
8 9 2
0 2 3
2 5 2
7 11 2
4 7 3
17 22 1
21 22 2
13 15 1
3 8 2
8 11 3
8 11 2
12 13 3
15 20 2
20 0 2
13 14 2
6 10 1
16 19 3
13 16 2
0 1 1
8 11 1
9 13 3
15 20 1
15 20 1
4 6 3
17 20 1
10 15 1
8 10 1
8 10 2
6 9 1
7 9 3
4 10 2
16 20 2
5 8 2
14 16 1
19 21 1
7 10 1
11 14 2
3 6 3
2 4 1
21 1 3
23 2 3
0 3 3
2 6 3
16 19 3
1 5 1
23 0 3
9 12 2
19 21 2
10 13 2
13 16 2
21 1 1
22 1 2
17 21 1
17 21 1
11 16 2
22 0 2
18 22 2
19 21 2
12 16 3
12 15 2
10 14 2
17 19 1
9 12 1
12 13 1
20 23 3
10 13 2
4 6 2
12 14 3
4 7 3
1 3 3
3 6 1
14 17 1
5 6 2
9 13 1
0 3 1
11 13 3
12 14 1
16 20 3
0 3 3
10 12 2
16 19 2
17 21 3
9 12 3
18 20 2
18 21 3
0 2 3
14 16 1
12 14 3
22 1 2
23 0 3
4 8 3
11 12 3
0 3 1
0 3 1
5 9 1
22 0 1
20 1 1
12 15 1
20 23 3
6 8 2
19 22 1
22 0 1
5 7 3
6 10 3
2 4 2
14 16 3
15 17 3
1 3 3
19 22 3
15 17 3
7 10 1
15 20 3
16 18 3
9 13 1
20 23 3
10 14 3
5 7 2
15 19 2
4 6 1
7 11 3
3 7 1
0 3 1
6 10 2
20 23 1
22 0 1
5 8 2
20 23 1
9 12 1
1 2 2
16 19 3
4 9 1
4 8 3
7 11 2
9 12 1
14 17 3
8 11 1
2 4 3
1 3 3
3 6 2
5 7 2
2 4 1
5 7 3
16 19 2
11 14 3
14 17 1
10 13 1
18 23 3
14 18 2
3 7 1
16 19 1
18 22 1
11 13 2
15 19 3
11 12 1
20 22 1
9 9 2
17 19 1
5 9 1
10 14 3
10 13 2
6 10 2
23 3 3
10 13 1
22 23 1
8 10 2
19 1 2
16 23 2
5 7 3
14 19 2
13 17 1
12 13 3
21 0 1
9 12 1
9 13 2
1 4 3
17 18 1
3 7 2
22 3 1
0 3 2
16 19 1
2 4 1
12 16 3
0 4 2
12 15 1
20 23 1
10 13 3
